,cluster
2998,2
2999,1
3000,3
3001,0
3002,3
3003,1
3004,4
3005,0
3006,4
3007,3
3008,4
3009,3
3010,4
3011,2
3012,0
3013,1
3014,3
3015,3
3016,2
3017,1
3018,1
3019,2
3020,2
3021,2
3022,2
3023,1
3024,2
3025,0
3026,2
3027,1
3028,1
3029,0
3030,3
3031,1
3032,0
3033,3
3034,0
3035,0
3036,2
3037,4
3038,4
3039,0
3040,0
3041,2
3042,2
3043,2
3044,2
3045,2
3046,3
3047,2
3048,2
3049,0
3050,2
3051,1
3052,1
3053,0
3054,2
3055,0
3056,3
3057,3
3058,2
3059,1
3060,1
3061,0
3062,0
3063,4
3064,4
3065,0
3066,2
3067,2
3068,1
3069,2
3070,1
3071,3
3072,3
3073,0
3074,1
3075,2
3076,2
3077,2
3078,3
3079,2
3080,4
3081,4
3082,0
3083,2
3084,1
3085,3
3086,4
3087,4
3088,2
3089,1
3090,1
3091,3
3092,0
3093,3
3094,3
3095,0
3096,1
3097,2
3098,2
3099,1
3100,1
3101,1
3102,2
3103,3
3104,3
3105,2
3106,3
3107,4
3108,2
3109,3
3110,1
3111,2
3112,4
3113,3
3114,1
3115,3
3116,0
3117,2
3118,0
3119,2
3120,4
3121,4
3122,3
3123,4
3124,2
3125,0
3126,4
3127,3
3128,3
3129,0
3130,1
3131,1
3132,3
3133,1
3134,4
3135,3
3136,0
3137,3
3138,0
3139,3
3140,2
3141,2
3142,4
3143,2
3144,4
3145,1
3146,4
3147,4
3148,2
3149,1
3150,4
3151,4
3152,3
3153,2
3154,4
3155,0
3156,1
3157,4
3158,1
3159,0
3160,1
3161,1
3162,4
3163,2
3164,4
3165,3
3166,4
3167,3
3168,3
3169,2
3170,2
3171,0
3172,1
3173,4
3174,4
3175,1
3176,3
3177,3
3178,4
3179,2
3180,0
3181,4
3182,2
3183,3
3184,1
3185,4
3186,1
3187,1
3188,2
3189,2
3190,3
3191,0
3192,4
3193,1
3194,0
3195,3
3196,2
3197,1
3198,4
3199,2
3200,3
3201,2
3202,4
3203,2
3204,0
3205,2
3206,1
3207,4
3208,4
3209,2
3210,2
3211,1
3212,1
3213,2
3214,4
3215,0
3216,0
3217,2
3218,2
3219,2
3220,2
3221,2
3222,3
3223,4
3224,0
3225,1
3226,2
3227,0
3228,4
3229,0
3230,3
3231,3
3232,1
3233,1
3234,1
3235,1
3236,2
3237,3
3238,1
3239,1
3240,3
3241,2
3242,2
3243,1
3244,2
3245,2
3246,2
3247,1
3248,4
3249,1
3250,0
3251,2
3252,0
3253,2
3254,2
3255,2
3256,3
3257,1
3258,2
3259,1
3260,4
3261,2
3262,4
3263,1
3264,4
3265,1
3266,1
3267,1
3268,2
3269,1
3270,3
3271,3
3272,2
3273,1
3274,4
3275,1
3276,3
3277,2
3278,4
3279,2
3280,3
3281,3
3282,0
3283,3
3284,2
3285,4
3286,3
3287,4
3288,1
3289,3
3290,0
3291,1
3292,3
3293,4
3294,4
3295,3
3296,4
3297,0
3298,1
3299,2
3300,4
3301,0
3302,3
3303,1
3304,3
3305,4
3306,3
3307,2
3308,3
3309,2
3310,3
3311,1
3312,4
3313,2
3314,4
3315,0
3316,0
3317,3
3318,4
3319,0
3320,3
3321,3
3322,3
3323,4
3324,1
3325,3
3326,1
3327,1
3328,0
3329,2
3330,0
3331,1
3332,4
3333,1
3334,2
3335,2
3336,0
3337,0
3338,3
3339,2
3340,0
3341,1
3342,3
3343,3
3344,2
3345,3
3346,0
3347,4
3348,2
3349,1
3350,4
3351,4
3352,3
3353,2
3354,0
3355,1
3356,0
3357,3
3358,3
3359,0
3360,4
3361,1
3362,2
3363,0
3364,0
3365,1
3366,0
3367,1
3368,0
3369,3
3370,1
3371,2
3372,2
3373,1
3374,3
3375,4
3376,2
3377,2
3378,3
3379,4
3380,1
3381,1
3382,1
3383,4
3384,1
3385,2
3386,3
3387,1
3388,1
3389,1
3390,3
3391,1
3392,3
3393,2
3394,3
3395,1
3396,0
3397,1
3398,3
3399,1
3400,1
3401,2
3402,3
3403,3
3404,1
3405,2
3406,4
3407,2
3408,3
3409,3
3410,4
3411,0
3412,3
3413,0
3414,1
3415,4
3416,1
3417,4
3418,4
3419,1
3420,4
3421,1
3422,1
3423,4
3424,3
3425,4
3426,3
3427,1
3428,4
3429,1
3430,4
3431,2
3432,1
3433,1
3434,2
3435,0
3436,0
3437,1
3438,4
3439,2
3440,0
3441,3
3442,4
3443,3
3444,0
3445,0
3446,1
3447,0
3448,0
3449,2
3450,3
3451,4
3452,0
3453,1
3454,4
3455,0
3456,2
3457,2
3458,2
3459,0
3460,3
3461,0
3462,3
3463,2
3464,4
3465,2
3466,2
3467,3
3468,1
3469,0
3470,4
3471,1
3472,0
3473,4
3474,0
3475,3
3476,2
3477,4
3478,2
3479,1
3480,2
3481,3
3482,3
3483,4
3484,0
3485,4
3486,3
3487,1
3488,4
3489,3
3490,0
3491,4
3492,2
3493,0
3494,2
3495,2
3496,1
3497,2
3498,3
3499,2
3500,3
3501,1
3502,2
3503,0
3504,3
3505,1
3506,2
3507,1
3508,0
3509,1
3510,2
3511,0
3512,4
3513,2
3514,2
3515,0
3516,2
3517,4
3518,4
3519,4
3520,3
3521,4
3522,1
3523,4
3524,0
3525,3
3526,0
3527,4
3528,0
3529,0
3530,3
3531,4
3532,4
3533,0
3534,0
3535,1
3536,2
3537,4
3538,2
3539,2
3540,1
3541,2
3542,0
3543,0
3544,1
3545,2
3546,2
3547,0
3548,1
3549,3
3550,3
3551,2
3552,2
3553,2
3554,4
3555,0
3556,4
3557,3
3558,0
3559,0
3560,4
3561,2
3562,4
3563,4
3564,1
3565,2
3566,3
3567,2
3568,1
3569,1
3570,4
3571,3
3572,0
3573,3
3574,1
3575,0
3576,2
3577,0
3578,1
3579,1
3580,3
3581,0
3582,1
3583,4
3584,3
3585,1
3586,4
3587,1
3588,3
3589,0
3590,2
3591,0
3592,1
3593,3
3594,4
3595,1
3596,4
3597,0
3598,3
3599,1
3600,2
3601,3
3602,3
3603,2
3604,4
3605,3
3606,0
3607,3
3608,4
3609,0
3610,1
3611,4
3612,1
3613,4
3614,3
3615,1
3616,0
3617,3
3618,3
3619,3
3620,0
3621,0
3622,1
3623,0
3624,3
3625,1
3626,3
3627,3
3628,4
3629,1
3630,1
3631,3
3632,1
3633,0
3634,4
3635,2
3636,2
3637,2
3638,2
3639,1
3640,3
3641,1
3642,4
3643,0
3644,3
3645,3
3646,0
3647,2
3648,0
3649,4
3650,2
3651,0
3652,1
3653,4
3654,0
3655,3
3656,0
3657,1
3658,2
3659,2
3660,3
3661,2
3662,3
3663,4
3664,3
3665,3
3666,2
3667,3
3668,3
3669,0
3670,0
3671,1
3672,4
3673,3
3674,2
3675,3
3676,3
3677,4
3678,2
3679,0
3680,0
3681,0
3682,1
3683,3
3684,4
3685,3
3686,2
3687,2
3688,1
3689,4
3690,1
3691,2
3692,2
3693,2
3694,1
3695,3
3696,2
3697,4
3698,1
3699,2
3700,0
3701,2
3702,1
3703,4
3704,2
3705,2
3706,1
3707,4
3708,1
3709,0
3710,2
3711,0
3712,3
3713,3
3714,0
3715,2
3716,4
3717,4
3718,3
3719,2
3720,2
3721,2
3722,4
3723,4
3724,0
3725,1
3726,2
3727,4
3728,2
3729,4
3730,0
3731,1
3732,2
3733,2
3734,2
3735,2
3736,4
3737,4
3738,2
3739,1
3740,1
3741,1
3742,4
3743,1
3744,0
3745,1
3746,3
3747,4
3748,0
3749,2
3750,0
3751,1
3752,2
3753,0
3754,2
3755,4
3756,2
3757,3
3758,0
3759,2
3760,0
3761,2
3762,2
3763,3
3764,1
3765,2
3766,4
3767,3
3768,2
3769,4
3770,1
3771,1
3772,4
3773,4
3774,0
3775,4
3776,0
3777,1
3778,1
3779,3
3780,3
3781,2
3782,0
3783,0
3784,0
3785,3
3786,2
3787,2
3788,0
3789,3
3790,2
3791,1
3792,1
3793,3
3794,1
3795,2
3796,1
3797,4
3798,0
3799,4
3800,0
3801,1
3802,2
3803,1
3804,0
3805,1
3806,1
3807,4
3808,1
3809,0
3810,4
3811,4
3812,2
3813,1
3814,2
3815,1
3816,4
3817,2
3818,1
3819,0
3820,1
3821,1
3822,4
3823,2
3824,0
3825,1
3826,0
3827,3
3828,0
3829,4
3830,2
3831,2
3832,4
3833,4
3834,3
3835,1
3836,0
3837,0
3838,4
3839,1
3840,3
3841,1
3842,2
3843,1
3844,0
3845,1
3846,0
3847,1
3848,1
3849,1
3850,2
3851,2
3852,3
3853,2
3854,0
3855,0
3856,0
3857,0
3858,2
3859,2
3860,1
3861,1
3862,2
3863,0
3864,3
3865,3
3866,1
3867,1
3868,0
3869,1
3870,1
3871,2
3872,0
3873,1
3874,3
3875,3
3876,4
3877,2
3878,0
3879,1
3880,4
3881,0
3882,1
3883,0
3884,0
3885,1
3886,3
3887,1
3888,2
3889,0
3890,0
3891,2
3892,2
3893,0
3894,1
3895,1
3896,1
3897,3
3898,3
3899,2
3900,4
3901,0
3902,3
3903,1
3904,2
3905,4
3906,1
3907,3
3908,4
3909,0
3910,0
3911,0
3912,1
3913,0
3914,0
3915,4
3916,0
3917,0
3918,2
3919,2
3920,2
3921,1
3922,4
3923,3
3924,1
3925,0
3926,3
3927,2
3928,0
3929,4
3930,1
3931,4
3932,1
3933,4
3934,2
3935,3
3936,1
3937,4
3938,2
3939,1
3940,3
3941,4
3942,0
3943,1
3944,3
3945,4
3946,4
3947,3
3948,0
3949,2
3950,0
3951,1
3952,3
3953,3
3954,0
3955,1
3956,1
3957,4
3958,4
3959,1
3960,3
3961,2
3962,4
3963,0
3964,2
3965,1
3966,4
3967,2
3968,0
3969,3
3970,1
3971,2
3972,4
3973,0
3974,3
3975,0
3976,2
3977,0
3978,1
3979,3
3980,3
3981,4
3982,2
3983,2
3984,2
3985,1
3986,0
3987,4
3988,2
3989,3
3990,4
3991,4
3992,0
3993,4
3994,0
3995,2
3996,0
3997,0
3998,3
3999,1
4000,2
4001,3
4002,1
4003,4
4004,0
4005,4
4006,3
4007,3
4008,4
4009,3
4010,3
4011,0
4012,0
4013,4
4014,3
4015,3
4016,0
4017,4
4018,1
4019,2
4020,4
4021,4
4022,3
4023,3
4024,4
4025,4
4026,1
4027,1
4028,4
4029,0
4030,4
4031,2
4032,3
4033,2
4034,0
4035,4
4036,1
4037,0
4038,3
4039,4
4040,0
4041,1
4042,4
4043,3
4044,4
4045,1
4046,0
4047,0
4048,0
4049,4
4050,0
4051,3
4052,1
4053,0
4054,1
4055,1
4056,4
4057,1
4058,4
4059,4
4060,1
4061,0
4062,3
4063,2
4064,1
4065,2
4066,3
4067,2
4068,4
4069,4
4070,2
4071,2
4072,4
4073,0
4074,2
4075,3
4076,3
4077,3
4078,2
4079,2
4080,0
4081,4
4082,3
4083,2
4084,1
4085,4
4086,2
4087,0
4088,3
4089,0
4090,1
4091,1
4092,3
4093,4
4094,3
4095,3
4096,0
4097,3
4098,4
4099,0
4100,4
4101,3
4102,3
4103,4
4104,0
4105,0
4106,1
4107,0
4108,3
4109,1
4110,1
4111,3
4112,2
4113,1
4114,1
4115,2
4116,4
4117,1
4118,1
4119,1
4120,2
4121,3
4122,2
4123,0
4124,2
4125,1
4126,3
4127,2
4128,2
4129,3
4130,4
4131,0
4132,2
4133,1
4134,4
4135,0
4136,4
4137,1
4138,3
4139,4
4140,3
4141,1
4142,4
4143,2
4144,1
4145,1
4146,4
4147,3
4148,3
4149,1
4150,2
4151,1
4152,4
4153,0
4154,1
4155,3
4156,1
4157,3
4158,2
4159,4
4160,4
4161,2
4162,3
4163,4
4164,3
4165,0
4166,3
4167,3
4168,0
4169,3
4170,3
4171,1
4172,3
4173,0
4174,3
4175,0
4176,0
4177,0
4178,2
4179,4
4180,2
4181,4
4182,1
4183,1
4184,3
4185,3
4186,3
4187,4
4188,4
4189,1
4190,4
4191,0
4192,1
4193,1
4194,4
4195,0
4196,3
4197,0
4198,3
4199,0
4200,1
4201,2
4202,2
4203,0
4204,4
4205,1
4206,2
4207,1
4208,2
4209,0
4210,2
4211,0
4212,4
4213,0
4214,0
4215,2
4216,0
4217,4
4218,3
4219,2
4220,3
4221,2
4222,4
4223,0
4224,2
4225,4
4226,3
4227,3
4228,3
4229,4
4230,3
4231,4
4232,1
4233,4
4234,1
4235,2
4236,0
4237,1
4238,4
4239,0
4240,4
4241,1
4242,3
4243,4
4244,3
4245,0
4246,3
4247,2
4248,1
4249,4
4250,2
4251,4
4252,1
4253,1
4254,2
4255,1
4256,4
4257,0
4258,0
4259,0
4260,0
4261,4
4262,4
4263,3
4264,1
4265,0
4266,2
4267,0
4268,4
4269,3
4270,3
4271,4
4272,0
4273,0
4274,4
4275,4
4276,1
4277,2
4278,2
4279,1
4280,4
4281,4
4282,3
4283,3
4284,2
4285,1
4286,3
4287,1
4288,3
4289,0
4290,1
4291,0
4292,4
4293,0
4294,2
4295,4
4296,4
4297,1
4298,1
4299,4
4300,0
4301,2
4302,3
4303,4
4304,4
4305,1
4306,2
4307,0
4308,1
4309,0
4310,4
4311,1
4312,2
4313,1
4314,2
4315,3
4316,2
4317,3
4318,4
4319,2
4320,1
4321,4
4322,0
4323,1
4324,2
4325,1
4326,2
4327,3
4328,2
4329,1
4330,4
4331,2
4332,1
4333,0
4334,4
4335,0
4336,4
4337,4
4338,0
4339,2
4340,2
4341,3
4342,2
4343,3
4344,4
4345,1
4346,1
4347,2
4348,1
4349,3
4350,2
4351,4
4352,4
4353,3
4354,1
4355,4
4356,3
4357,4
4358,2
4359,4
4360,4
4361,4
4362,4
4363,2
4364,4
4365,4
4366,1
4367,3
4368,2
4369,0
4370,1
4371,4
4372,2
4373,3
4374,4
4375,2
4376,0
4377,2
4378,4
4379,1
4380,4
4381,2
4382,0
4383,2
4384,1
4385,2
4386,0
4387,2
4388,2
4389,4
4390,0
4391,2
4392,2
4393,0
4394,2
4395,3
4396,1
4397,4
4398,3
4399,1
4400,4
4401,3
4402,0
4403,4
4404,2
4405,4
4406,1
4407,0
4408,4
4409,1
4410,4
4411,1
4412,1
4413,1
4414,2
4415,0
4416,2
4417,2
4418,0
4419,2
4420,2
4421,1
4422,3
4423,0
4424,4
4425,4
4426,2
4427,2
4428,1
4429,0
4430,4
4431,4
4432,3
4433,0
4434,2
4435,3
4436,1
4437,0
4438,4
4439,3
4440,1
4441,4
4442,4
4443,1
4444,3
4445,1
4446,3
4447,0
4448,4
4449,1
4450,4
4451,2
4452,4
4453,1
4454,3
4455,0
4456,1
4457,2
4458,0
4459,1
4460,3
4461,2
4462,1
4463,1
4464,2
4465,1
4466,1
4467,2
4468,2
4469,2
4470,1
4471,0
4472,4
4473,0
4474,1
4475,4
4476,3
4477,1
4478,0
4479,0
4480,0
4481,1
4482,0
4483,4
4484,3
4485,0
4486,1
4487,2
4488,4
4489,4
4490,1
4491,1
4492,2
4493,0
4494,2
4495,1
4496,0
4497,4
4498,1
4499,1
4500,0
4501,2
4502,3
4503,1
4504,1
4505,2
4506,1
4507,1
4508,2
4509,2
4510,0
4511,1
4512,3
4513,0
4514,3
4515,2
4516,3
4517,0
4518,2
4519,4
4520,0
4521,0
4522,0
4523,0
4524,2
4525,3
4526,0
4527,1
4528,0
4529,4
4530,1
4531,4
4532,4
4533,1
4534,3
4535,1
4536,0
4537,3
4538,2
4539,3
4540,3
4541,3
4542,2
4543,2
4544,0
4545,1
4546,0
4547,3
4548,2
4549,4
4550,1
4551,2
4552,2
4553,3
4554,2
4555,3
4556,4
4557,3
4558,4
4559,1
4560,1
4561,2
4562,0
4563,3
4564,0
4565,1
4566,0
4567,0
4568,1
4569,2
4570,0
4571,2
4572,4
4573,2
4574,2
4575,2
4576,2
4577,2
4578,3
4579,0
4580,4
4581,2
4582,2
4583,2
4584,1
4585,1
4586,4
4587,1
4588,2
4589,4
4590,1
4591,4
4592,3
4593,0
4594,0
4595,2
4596,0
4597,2
4598,4
4599,4
4600,1
4601,0
4602,3
4603,3
4604,2
4605,2
4606,0
4607,1
4608,1
4609,3
4610,3
4611,1
4612,1
4613,4
4614,2
4615,1
4616,4
4617,2
4618,4
4619,2
4620,2
4621,0
4622,1
4623,4
4624,3
4625,4
4626,0
4627,2
4628,1
4629,0
4630,0
4631,1
4632,0
4633,0
4634,1
4635,0
4636,3
4637,0
4638,1
4639,2
4640,3
4641,4
4642,2
4643,1
4644,4
4645,2
4646,4
4647,0
4648,1
4649,0
4650,0
4651,4
4652,0
4653,1
4654,2
4655,2
4656,1
4657,1
4658,1
4659,0
4660,2
4661,4
4662,1
4663,3
4664,2
4665,4
4666,4
4667,1
4668,2
4669,1
4670,0
4671,3
4672,1
4673,0
4674,0
4675,2
4676,2
4677,2
4678,4
4679,2
4680,0
4681,2
4682,3
4683,2
4684,0
4685,0
4686,4
4687,0
4688,2
4689,4
4690,1
4691,4
4692,4
4693,0
4694,0
4695,2
4696,1
4697,3
4698,0
4699,1
4700,3
4701,1
4702,2
4703,3
4704,1
4705,0
4706,4
4707,0
4708,2
4709,3
4710,3
4711,2
4712,0
4713,1
4714,3
4715,4
4716,2
4717,3
4718,2
4719,2
4720,0
4721,2
4722,3
4723,4
4724,0
4725,1
4726,2
4727,2
4728,2
4729,3
4730,0
4731,2
4732,0
4733,4
4734,1
4735,2
4736,1
4737,4
4738,2
4739,0
4740,2
4741,4
4742,4
4743,3
4744,3
4745,3
4746,0
4747,0
4748,1
4749,2
4750,4
4751,4
4752,2
4753,3
4754,3
4755,0
4756,4
4757,2
4758,2
4759,0
4760,3
4761,1
4762,2
4763,3
4764,1
4765,4
4766,4
4767,0
4768,0
4769,4
4770,4
4771,0
4772,2
4773,4
4774,4
4775,1
4776,0
4777,4
4778,1
4779,3
4780,2
4781,2
4782,0
4783,1
4784,3
4785,4
4786,1
4787,4
4788,0
4789,2
4790,2
4791,1
4792,2
4793,0
4794,1
4795,0
4796,4
4797,2
4798,3
4799,2
4800,3
4801,2
4802,1
4803,1
4804,0
4805,2
4806,0
4807,4
4808,3
4809,2
4810,2
4811,1
4812,2
4813,2
4814,1
4815,2
4816,2
4817,2
4818,1
4819,2
4820,2
4821,0
4822,4
4823,0
4824,2
4825,3
4826,3
4827,0
4828,2
4829,0
4830,2
4831,0
4832,3
4833,3
4834,3
4835,2
4836,0
4837,4
4838,1
4839,1
4840,4
4841,3
4842,2
4843,4
4844,2
4845,4
4846,0
4847,3
4848,1
4849,4
4850,2
4851,1
4852,0
4853,3
4854,2
4855,3
4856,1
4857,3
4858,2
4859,1
4860,2
4861,2
4862,2
4863,1
4864,2
4865,0
4866,1
4867,4
4868,1
4869,2
4870,1
4871,1
4872,3
4873,2
4874,2
4875,0
4876,4
4877,3
4878,4
4879,3
4880,4
4881,2
4882,4
4883,2
4884,1
4885,2
4886,1
4887,4
4888,3
4889,0
4890,4
4891,2
4892,3
4893,3
4894,3
4895,4
4896,1
4897,0
4898,3
4899,0
4900,3
4901,4
4902,2
4903,4
4904,1
4905,0
4906,2
4907,2
4908,2
4909,2
4910,1
4911,2
4912,1
4913,0
4914,2
4915,4
4916,1
4917,2
4918,1
4919,0
4920,1
4921,1
4922,4
4923,2
4924,4
4925,1
4926,1
4927,3
4928,0
4929,4
4930,0
4931,1
4932,0
4933,4
4934,4
4935,2
4936,4
4937,3
4938,2
4939,4
4940,4
4941,4
4942,1
4943,0
4944,2
4945,0
4946,2
4947,0
4948,3
4949,0
4950,2
4951,0
4952,4
4953,0
4954,4
4955,4
4956,4
4957,2
4958,1
4959,2
4960,0
4961,4
4962,4
4963,1
4964,3
4965,0
4966,2
4967,2
4968,1
4969,3
4970,1
4971,4
4972,0
4973,4
4974,1
4975,0
4976,4
4977,4
4978,2
4979,1
4980,4
4981,2
4982,1
4983,1
4984,2
4985,0
4986,4
4987,0
4988,3
4989,2
4990,0
4991,0
4992,3
4993,2
4994,2
4995,4
4996,2
4997,0
4998,3
4999,0
5000,0
5001,0
5002,2
5003,3
5004,1
5005,2
5006,2
5007,4
5008,0
5009,3
5010,4
5011,0
5012,3
5013,0
5014,4
5015,4
5016,3
5017,1
5018,2
5019,4
5020,3
5021,4
5022,0
5023,2
5024,0
5025,3
5026,2
5027,0
5028,3
5029,4
5030,0
5031,3
5032,3
5033,3
5034,3
5035,0
5036,3
5037,2
5038,4
5039,4
5040,0
5041,1
5042,3
5043,2
5044,1
5045,2
5046,1
5047,0
5048,0
5049,2
5050,2
5051,0
5052,2
5053,1
5054,4
5055,0
5056,3
5057,3
5058,4
5059,2
5060,2
5061,1
5062,1
5063,1
5064,2
5065,1
5066,1
5067,0
5068,2
5069,0
5070,1
5071,1
5072,0
5073,4
5074,2
5075,1
5076,1
5077,2
5078,4
5079,1
5080,4
5081,1
5082,3
5083,0
5084,1
5085,1
5086,0
5087,2
5088,3
5089,1
5090,4
5091,4
5092,3
5093,0
5094,0
5095,0
5096,2
5097,2
5098,2
5099,3
5100,2
5101,2
5102,2
5103,1
5104,0
5105,1
5106,4
5107,0
5108,3
5109,0
5110,4
5111,0
5112,2
5113,0
5114,2
5115,3
5116,4
5117,3
5118,1
5119,2
5120,2
5121,4
5122,0
5123,2
5124,2
5125,2
5126,0
5127,0
5128,2
5129,1
5130,0
5131,3
5132,4
5133,0
5134,1
5135,1
5136,3
5137,2
5138,0
5139,1
5140,0
5141,1
5142,1
5143,2
5144,4
5145,3
5146,0
5147,3
5148,3
5149,2
5150,4
5151,0
5152,0
5153,4
5154,1
5155,2
5156,0
5157,1
5158,3
5159,4
5160,1
5161,0
5162,0
5163,3
5164,2
5165,2
5166,2
5167,0
5168,4
5169,4
5170,2
5171,0
5172,3
5173,0
5174,0
5175,1
5176,4
5177,0
5178,1
5179,3
5180,0
5181,0
5182,0
5183,1
5184,3
5185,2
5186,1
5187,2
5188,4
5189,1
5190,0
5191,4
5192,3
5193,2
5194,0
5195,0
5196,1
5197,1
5198,2
5199,2
5200,2
5201,0
5202,1
5203,2
5204,0
5205,0
5206,3
5207,1
5208,4
5209,2
5210,4
5211,4
5212,2
5213,1
5214,1
5215,0
5216,2
5217,2
5218,1
5219,0
5220,4
5221,3
5222,0
5223,2
5224,0
5225,4
5226,0
5227,0
5228,2
5229,1
5230,2
5231,4
5232,2
5233,0
5234,1
5235,1
5236,3
5237,2
5238,2
5239,3
5240,4
5241,2
5242,4
5243,1
5244,1
5245,1
5246,2
5247,0
5248,4
5249,1
5250,4
5251,0
5252,0
5253,0
5254,3
5255,3
5256,2
5257,1
5258,1
5259,3
5260,2
5261,3
5262,4
5263,4
5264,2
5265,2
5266,0
5267,3
5268,3
5269,4
5270,0
5271,1
5272,3
5273,0
5274,0
5275,2
5276,2
5277,4
5278,3
5279,0
5280,4
5281,4
5282,4
5283,0
5284,2
5285,0
5286,1
5287,1
5288,3
5289,3
5290,3
5291,1
5292,3
5293,2
5294,0
5295,0
5296,3
5297,2
5298,1
5299,3
5300,3
5301,3
5302,2
5303,2
5304,2
5305,3
5306,3
5307,0
5308,1
5309,4
5310,3
5311,4
5312,3
5313,3
5314,1
5315,3
5316,0
5317,2
5318,3
5319,2
5320,3
5321,0
5322,3
5323,2
5324,4
5325,3
5326,1
5327,1
5328,1
5329,4
5330,2
5331,0
5332,3
5333,0
5334,1
5335,0
5336,1
5337,2
5338,3
5339,0
5340,1
5341,1
5342,2
5343,3
5344,2
5345,2
5346,2
5347,3
5348,0
5349,3
5350,1
5351,0
5352,2
5353,1
5354,2
5355,3
5356,3
5357,1
5358,3
5359,2
5360,1
5361,4
5362,1
5363,0
5364,1
5365,2
5366,3
5367,3
5368,3
5369,3
5370,1
5371,2
5372,2
5373,2
5374,4
5375,3
5376,2
5377,2
5378,3
5379,3
5380,0
5381,4
5382,4
5383,4
5384,3
5385,1
5386,3
5387,1
5388,0
5389,4
5390,1
5391,4
5392,2
5393,4
5394,3
5395,0
5396,3
5397,1
5398,3
5399,3
5400,3
5401,0
5402,1
5403,1
5404,2
5405,3
5406,4
5407,1
5408,3
5409,4
5410,2
5411,0
5412,0
5413,3
5414,2
5415,0
5416,3
5417,2
5418,0
5419,3
5420,1
5421,2
5422,4
5423,3
5424,2
5425,4
5426,1
5427,3
5428,0
5429,3
5430,1
5431,4
5432,0
5433,1
5434,4
5435,2
5436,0
5437,3
5438,3
5439,4
5440,2
5441,4
5442,2
5443,0
5444,3
5445,0
5446,3
5447,3
5448,1
5449,1
5450,2
5451,1
5452,4
5453,4
5454,4
5455,1
5456,2
5457,0
5458,4
5459,4
5460,4
5461,1
5462,2
5463,0
5464,2
5465,0
5466,4
5467,3
5468,3
5469,0
5470,1
5471,1
5472,2
5473,3
5474,2
5475,1
5476,4
5477,4
5478,2
5479,3
5480,4
5481,2
5482,0
5483,2
5484,0
5485,0
5486,1
5487,3
5488,0
5489,1
5490,2
5491,1
5492,0
5493,0
5494,2
5495,3
5496,1
5497,4
5498,4
5499,4
5500,3
5501,4
5502,2
5503,2
5504,3
5505,3
5506,3
5507,0
5508,3
5509,0
5510,1
5511,0
5512,1
5513,3
5514,4
5515,1
5516,2
5517,1
5518,4
5519,2
5520,1
5521,3
5522,3
5523,1
5524,0
5525,4
5526,1
5527,1
5528,1
5529,3
5530,4
5531,3
5532,4
5533,4
5534,0
5535,2
5536,1
5537,3
5538,2
5539,1
5540,0
5541,1
5542,4
5543,4
5544,1
5545,3
5546,4
5547,0
5548,1
5549,3
5550,1
5551,0
5552,4
5553,0
5554,3
5555,1
5556,2
5557,2
5558,2
5559,2
5560,2
5561,2
5562,1
5563,4
5564,1
5565,0
5566,2
5567,1
5568,1
5569,3
5570,1
5571,2
5572,0
5573,4
5574,3
5575,0
5576,1
5577,2
5578,3
5579,3
5580,1
5581,3
5582,2
5583,1
5584,4
5585,3
5586,3
5587,3
5588,4
5589,4
5590,0
5591,1
5592,0
5593,1
5594,3
5595,4
5596,1
5597,4
5598,1
5599,2
5600,1
5601,2
5602,0
5603,4
5604,3
5605,1
5606,0
5607,1
5608,2
5609,2
5610,2
5611,4
5612,2
5613,0
5614,0
5615,3
5616,0
5617,4
5618,4
5619,1
5620,0
5621,1
5622,0
5623,0
5624,1
5625,1
5626,4
5627,3
5628,4
5629,2
5630,2
5631,1
5632,1
5633,0
5634,1
5635,2
5636,2
5637,2
5638,1
5639,3
5640,2
5641,0
5642,3
5643,3
5644,4
5645,4
5646,4
5647,1
5648,4
5649,2
5650,4
5651,4
5652,2
5653,2
5654,1
5655,1
5656,2
5657,2
5658,1
5659,4
5660,2
5661,3
5662,1
5663,2
5664,2
5665,1
5666,2
5667,0
5668,2
5669,0
5670,2
5671,2
5672,4
5673,2
5674,1
5675,3
5676,4
5677,1
5678,4
5679,1
5680,3
5681,4
5682,3
5683,2
5684,2
5685,4
5686,1
5687,3
5688,4
5689,4
5690,4
5691,0
5692,0
5693,0
5694,2
5695,0
5696,4
5697,0
5698,0
5699,2
5700,2
5701,1
5702,4
5703,0
5704,2
5705,1
5706,0
5707,2
5708,0
5709,4
5710,4
5711,0
5712,0
5713,4
5714,4
5715,2
5716,0
5717,2
5718,1
5719,0
5720,1
5721,2
5722,0
5723,0
5724,0
5725,4
5726,2
5727,0
5728,2
5729,0
5730,4
5731,3
5732,0
5733,2
5734,1
5735,3
5736,4
5737,1
5738,2
5739,4
5740,4
5741,3
5742,3
5743,2
5744,4
5745,3
5746,2
5747,4
5748,1
5749,3
5750,4
5751,3
5752,4
5753,1
5754,3
5755,0
5756,2
5757,3
5758,1
5759,3
5760,2
5761,0
5762,4
5763,0
5764,4
5765,1
5766,4
5767,4
5768,0
5769,0
5770,3
5771,3
5772,4
5773,2
5774,0
5775,0
5776,0
5777,3
5778,4
5779,2
5780,0
5781,3
5782,4
5783,1
5784,3
5785,0
5786,0
5787,4
5788,3
5789,1
5790,3
5791,0
5792,2
5793,2
5794,0
5795,4
5796,2
